user_id,name,time,rating,text,pics,resp,gmap_id,review_length
103159112598616321571,Angela Hurst,1525101609335,3,OK THEY DON'T CLEAN TO WELL ESPECIALLY YOUR TIRES.,,"{'time': 1524405250871, 'text': 'Thanks Angela!'}",0x880e2c23aa765c5f:0xfb7166388eae98cf,9
109617819298487295512,Adam Garcia,1601055257614,5,My son and I are first time collectors. Steve is awesome and knows his stuff. Very welcoming and has great prices!,,,0x880f92a193d8fab5:0xd6513feec8631731,21
101088369122612149214,Samie,1488723778047,5,"Great food, fresh, great variety, and great service. Also, feedback given in surveys is taken in by corporate and they make adjustments based on that. I made a suggestion and the next time I was there they'd followed what I'd suggested.",,,0x880fa84b20225b23:0xcc5b3e8fef2950b8,41
107970735337011304439,Erica Garcia,1543200380044,5,"Excellent service.  Food is on point, friendly staff, and refills are quick. They have a dedicated employee just for cleaning up and making sure your drink is never empty.",,"{'time': 1543253758730, 'text': 'Hello and thank you for taking the time to share your feedback with us. We are so happy to know you enjoyed your recent experience with us! We will make sure to pass on your feedback to our team. Hope you visit us again soon! .\nSincerely,\nAna'}",0x880e4a44e4d49c69:0xfac5e44a109b194a,29
109922251792082808352,Rich Nathan,1563056351753,5,Chicken avocado sandwich was great,,,0x880e49ce89abc8a5:0x4905439127d88d4b,5
100358405189126117831,Serg Glindo,1491743677907,4,Great seats!,[{'url': ['https://lh5.googleusercontent.com/p/AF1QipNWG1WlFDCTH17kfP3nsFUfOBS7-EPorETQ9lxM=w150-h150-k-no-p']}],,0x880fb65b8c2459ed:0xba81a6bfde0757fb,2
115444469865514251393,deepika behera,1528137251751,4,Good food,,,0x880e4d953d0de3d5:0xbb2fd7d0db8a05bb,2
102294655590426818432,Laurel Tutor,1523061274853,5,Chicken tenders we're great!,,,0x87d8ab06622e6d65:0x58931a0d6cf83231,4
112082161636873292640,T,1526247175439,5,Great buffet.,,"{'time': 1531009496025, 'text': 'Thank you'}",0x88753884cc1dec53:0x6bd3c70e65be3b15,2
100729092598288426498,Quinn Karsten,1614389979944,5,Great sandwiches and treats!,,,0x880f47bdb81c8caf:0xbd81183295d776f8,4
101531299033659082357,Jordan Lopez,1550166616871,3,It's not that bad is okay I guess.,,,0x880e3a60871762b5:0x637e184a2118841a,8
118345680978423656241,John hamond,1489685860589,5,"Great food, large portions, friendly staff, clean, quick, and open during late night.  Just remember cash only great place.",,,0x880e3c6217159d53:0x2b36b2f87f6c06ff,19
111990867679220160400,Renee Gberry,1554566371657,5,Awesome staff,,,0x880e2ee30dab8d87:0xbdb171ee554e7ec6,2
105771483805241280337,Sarah Beal,1520643376188,5,Fast and efficient!,,,0x880c66feef7f7021:0xa2a57962724afc65,3
111066917844496771266,Miyon Rhee,1605810607581,5,Oh boy! Get your water before you try your spicy chicken.  It's spicy and soooo good.  Probably the best chicken I've had.  Korean chicken is hands down the best chicken.  I can't even compare it to any other chicken because nothing comes close. I think once you try it you'll be hooked.  I'm so happy to see this restaurant in Aurora because I used to drive far for this chicken.,,,0x880ef9a385d950cf:0xf1eb08f5064571eb,70
117964037893528204582,Lisa Palermo,1557061632373,3,A bit pricy for standard Mexican food.,,,0x880fabc4f8cf7201:0x330f5444eeeffe30,7
112476273779608399318,Nishant Icecreamwala,1569102354199,5,huge,,,0x880f7761e98b68ef:0x3dca94885a14eed8,1
108632665248113020857,Jennifer Nichols,1518501872909,5,"Not every place in the world is  Perfect, but when THIS specific Domino's location makes ANY  type of mistake ( Because mistakes happen and every body is human)   Simple communication with a manager and they make up for it beyond belief I've never had such wonderful customer service from any place and I'm not exaggerating
the customer service is beyond amazing
off the charts
A++++++++++++++++++++++
100% IN MY FAMILY'S STOMACHS!!!!!!!!!!!
Thank you Domino's for being amazing!",,"{'time': 1518649429121, 'text': 'Awesome! Thank you for letting us know your service was done perfectly. We strive to be the best!! Thank you for letting us to serve you!!'}",0x880e6025ae20bc43:0x2ec9381de25b0d31,76
109424336011203306822,TOP LION,1537553657565,4,Great fresh food. Nice smiling faces. Very clean,,,0x880fa57b3d88f873:0x7dfdea3f3b6c69d1,8
118126788221227660198,Zack Leavitt,1464094510565,1,"Pretty much the worst Burger King i have been to. It's close to me so I've tried it more times than I should have. Can barely make their food items decently or correctly. One of the employees copped an attitude with me because she asked me to wait by the first window when I paid already but I didnt. After about 2 minutes I pulled up anyway to the second window and got my food. I asked the guy who gave me my food why I was asked to wait and he said ""we're trying to keep the timer low"". I could only imagine that's their turnaround timer. So because they can't perform to their standard or any kind of industry standard they have to ask their customers to participate in their little scams and tricks.",,,0x880fd04a55ba262f:0x91c927a4ee2ca511,136
114972598140337442172,Coco Mcmurray,1533959135507,2,I dont like the drinks,,"{'time': 1534194365677, 'text': ""Coco, we are so sorry that our drinks aren't to your taste. Our Guest Resolutions Team would like to make this right.  Please visit our website at rmhfranchise.com/connect to leave your contact information and restaurant visited.  Thank you so much for your feedback. -Jessica""}",0x880e25412c750e15:0x2167c520a404aea8,5
106119490546612275237,Elva Garcia,1528323725498,5,First time going there and the manager was so attentive our baby was cold and the manager lowered the a/c . The pizza was great! And the service awesome!,,,0x880fcc75e212f2d7:0x51405d81c7c25f09,29
113167622685172567317,John Laursen,1513127990058,5,Went for a beer. Had a great time surrounded by a good group of beer heads. Guaranteed a good beer and good time. Always a winner in my book. Enjoy,,,0x8808bfd46f4af5f3:0xc7e085de343ffc5b,30
110325550777830124044,Nanette Moore,1545225921747,5,"Love the decor, really good food and nice staff!",,,0x880f0db796dfe02f:0xad75eb1425754499,9
107603549055384705144,Mary Dimech,1529384050344,3,Good place,,"{'time': 1530119853255, 'text': ""Thanks for sharing your feedback with us. If you'd like to provide more details concerning your experience please contact our Guest Services Team at: (877) 866-7378.""}",0x87df56c89c94c8e9:0x1329c56819dd72cd,2
108104844830700115363,jeff schumann,1606586602245,4,Good service,,,0x880faaf48eb7bfa3:0xbc1410a14f3f2792,2
117273376410294043298,Jennifer Dobersztyn,1610981419079,5,"Really wonderful, fast but thorough appointments. Super clean. Air filters in every room. Touch less pre appointments and checkout. I felt VERY safe.",,"{'time': 1610984644407, 'text': 'Thank you for the wonderful review!  We truly appreciate it.'}",0x880e6f17c5c500a9:0xa547c3d7e840bb30,23
102171484724828208259,zane tan,1437161576036,1,Home all week. Just got a notice that I was not home yesterday to receive the package,,,0x880e2c7d66435e69:0xb2ba05abf2334c56,17
114392993213445065498,Bob Evans,1541005860982,5,Great atmosphere. Great place 4 families!,,,0x880fd1bd778f4df1:0x3bf59331a8960785,6
106219910832703872802,B gentle,1544808650554,4,It's a good place to pick up an outfit for your man I got two outfits for my man and they fit him perfect,,,0x880e242a2e2506e7:0x4c58deaf8edb9abe,24
112295416290016388061,Leroy Casson,1610534472658,2,"I just never have truly been a fan of autozone. I will say the stores here in Springfield,IL are very clean stores,  great employees that show nothing but respect and are very helpful with assisiting you in any want tha",,"{'time': 1610658591338, 'text': ""We're glad you had a good experience with our team, Leroy. Our team works hard to provide all our drivers with great customer service. We're always improving and hope for a chance to turn things around in the future.""}",0x88753a39a5e8fcb1:0xe9cc23b23b496025,40
115612324347196531079,John Barnicle,1526541451832,5,Best drinking establishment in Chicago,,,0x880fd2efcd36660d:0xc197a7a86e4bd3b8,5
111527423358127301043,LCW W,1549328619947,4,"First Time Visitor

I think I'd go back just to order the wings because they were DELISH! Although, I ordered the BBQ sauce on the side and the cook put the sauce on it.

Because it was a group of us and we ordered various items to share, I must say that their nachos are made fresh, and this was the upside to it. The downside, I thought the ground beef was under seasoned, but I'd order it without meat next time.

Not sure what the regular crowd is like on a Friday, but the night I went it was pretty light, perhaps because of the threat of snow.

I was pleased with the DJ and his music selection which was a good mix of steppers songs, house music and a little trap.",,,0x880e24bdaccaccc5:0x1dc174a146754e9f,133
115966788823599744667,Lasantha Ranasinghe,1539482731907,2,Food was ok. We were asked to leave as soon we finished the meal so they could sit another group which was rude.,,,0x880fd31041acf37f:0x5bed9f340e34951b,23
102016840287413738254,Christopher Feldman,1572136568416,5,"Food was delicious.  Simple, but well done.  I do wish they would give flatware, but they do give plenty of wipes.  Show was entertaining for the kids and the crowd around us was really cool.",,"{'time': 1572438432494, 'text': 'Lord Christopher, thank you for visiting our Chicago Castle. We are thrilled to hear your entire realm LOVED the entire Medieval experience. We hope you join us for another night of fun, feasting, and fighting.'}",0x880fa5f7287eb293:0xb78d6141cab44e99,35
115953265012318855790,Michael Blocker,1555160247003,5,"Huge humidor with and amazing selection. When I'm working in the area I always try to swing through. He always has some great deals going on if you're looking to restock the humidor at home too.

For me I like to stop in and peruse a bit before getting one or two sticks for my drive home. I have bought a few boxes from time to time as well. There are often some hard to find cigars stacked amongst the shelves.",,"{'time': 1566142357805, 'text': 'Thank you Michael. Thanks for your support.'}",0x880f765ae7b1bb7d:0xcaf035804d318dfe,81
112592916854166956097,Maurine Jones,1513270910471,5,"First time visiting, and the food was great! They have bar attached to the restaurant, nice idea, and it seemed like a a mice place to get a drink.",,"{'time': 1513274878826, 'text': 'Thank you for visiting us hope to see you soon.'}",0x880fd3a889c91b19:0x885d3b0ed0bd538,29
102874018868890714843,Tim Bailey,1557623158009,5,Baskets,,,0x880e8f10ded208a3:0xa4cff8a6426c826b,1
102318349720303323302,Egemen Ökte,1572229604594,5,Very nice hiking trails. The mansion is perfect for corporate organizations,,,0x880cad6ade320031:0x9422d9f040f7e74b,11
108189321174632200758,Konrad Chmura,1571542391941,1,Place was rented and they changed on the event last minute. Leaving us stranded.,,,0x880e2d976d78976d:0x5db457577d07aa8b,14
112872067510374202652,Theresa Sarcinelli,1604691682698,4,Love their wings!,,,0x880fa4aa67acb115:0x59c020cfbee7f2af,3
115911698689980848037,omar dz,1563800386804,5,Delicious,,,0x880fc904c69f6b5f:0x374ca63ce95542b8,1
103050320932963358579,Sara Jones,1537137795317,5,Nice accommodations. Rooms were clean.,,,0x880faf9e90eb1791:0x519fe8d416043b8b,5
116729113709666894922,Cary D Franks,1518302081862,3,Ok this visit.   Generally 5,,,0x887530954a322d6d:0xb4cb496719411d34,5
111890650198984332049,Lina Brugés,1539280875737,3,Very average food,,,0x880fd2560684138f:0xe2b4ab2a38773e06,3
111771334998235931091,Andy Arnold,1476899590653,5,The best distributor in the industry. The in-stock rates are amazing. They have best customer service too! They are a family run business that knows how to help.Very easy to work with and get along with. If you are not doing business with Middle West then you are missing out.,,,0x880efe280e36dbd1:0x72fada7bc3e4e0f4,50
105186762403734736234,Adam Gallant,1572817939486,4,A steak and shake meal,,,0x887390af65ea4025:0xd39651d45d1f2239,5
104752443052000622072,Jennifer Foster,1542426366400,5,Always excellent food! My husband loves going her for his birthday and they did not disappoint. They let us order off the dinner menu even though we were in for lunch. The waitress made sure to know each of us by name and went above and beyond to really make it special. The meal ended with complementary chocolate cake that was oh so yummy!,,"{'time': 1542745950815, 'text': 'Thanks, Jennifer!'}",0x87df556dcba24eab:0xfb2db1bfeb15c38,64
117386562587751724371,Becky Lambert,1526331765102,3,The girl at the window was rude. Then good however was warm and good.,,,0x880f8e251786c4bb:0xc1994c31cecf86c1,14
116223421990991860615,Luis Pulido,1481304644459,4,"(Translated by Google) like all Apple stores

(Original)
como todas las tiendas Apple",,,0x880e2cacae93323d:0x23b0b0fe8528f4e4,13
110654772950800810159,Juan Torres,1509334463882,5,Clean and well organised .,,,0x880fcab05e5a8f47:0xad0ce81593cb5f88,5
111007211669727224477,Alpha 117,1617829760719,4,Nice,,"{'time': 1617854838435, 'text': 'Hello Alpha. We love hearing about your positive experience at Lake View Plaza! Thank you for taking the time to leave your feedback. We look forward to seeing you again soon.'}",0x880e40757a52e09f:0xc51b057cd66b30cc,1
118422040309269174303,Sofia Salazar,1616593868998,4,a little over priced but fine for quick stops,,,0x880e2def512fbeb7:0x965bb93d05ee06c6,9
107478828384751423681,Christopher Nelson,1479152652771,4,"Good food, but can be a bit slow service.",,,0x880a5c70e5de85cf:0xc188799c49225d74,9
111759912002582785525,Adrian Fulton,1532565940907,5,Fair prices,,,0x887538ed9accb57f:0x807ecf5bc30fa567,2
110027946390283733799,Matthew Akins,1544461033299,5,It's an experience...tons of movie props...food and booze... decently comfy seats..a must visit.,,,0x880e50039e737181:0xaf7ffcfd31fc0c41,13
106700393260546119879,Charles Logan,1528906043909,5,Helpful staff and not overbearing. Wide variety of new and limited for used.,,,0x880f05a1587d8121:0xdae7eae8bfeec806,13
117754650693649991659,Jim Johnson,1601128987758,5,Great place. Great staff,,,0x8808bf3f60e13b2b:0x5447d5bda79ba318,4
114387355492770216469,Ronald Mitchell,1562337578537,5,Helpful friendly and professional service,,,0x88729840977f5d39:0x8ac7707ac26153a7,5
117267297513444803386,Emily Goddard Smith,1547409811052,5,Love their 5.00 chicken strip meal.,,,0x87e051671fadd08f:0x8481fcc1e0c557a7,6
107374717345910067151,Wade Gunderson,1515776645910,5,"Great food, beer and excellent specials everyday. Fantastic spot to catch the game.",,,0x880ee493e6484e4b:0x9d6813e1ff4085ae,13
117198943160925178225,Dianne Kwiatkowski,1505938155149,5,I'm sorry its closed the food was fantastic,,,0x880fc8f8714c6e6f:0x7385eeceb5f09b5d,8
114949743157542111763,Ty R,1557519250757,1,rude manager. don't let your older family members shop here alone because they WILL be taken advantage of here,,,0x880e345a39e0ed33:0x3d09ad49a7c82259,19
116389386464905358012,Meagan Miller,1510434180201,5,"Fritzl's is so authentic and everything on the menu is european food at its finest, I highly recommend it!!",,,0x880fa1c10102ac73:0xde2afd9fabecaf5,19
115525926170504491964,Nancy Alexander,1556832552318,5,"We had excellent service, and the food was  excellent!",,,0x8875ffa63fd716db:0xd2787aa73ab2828,9
112630490866352676539,Leonard Sutton,1580864014913,5,"Exceptional food, very nice staff, constantly  awesome character. They charge convenient rates and the food quality is fantastic. Keep up the good work.",,,0x880e193f125c7d9d:0x8a6203b3d30f7eaa,23
103390528397486038847,Matt Cyncar,1527105102466,5,I've been coming here since the 90's. Excellent beef and gyros. It can take a while but its worth it!!,,,0x880eeff3f50b9759:0x742568d7e289e8c4,20
111442721177825942308,Roxa Nuneza,1512851021774,2,"(Translated by Google) I didn't like you waiting. A lot more time 30 minutes

(Original)
no me gusto te asen esperar. Mucho tiempo mas 30 minutes",,,0x880efaa9df6112db:0xa15a904841f2a601,26
102515636117018795241,Christopher Burns,1590868844839,5,👍👍👍👍,,,0x880ef83367306029:0x733da50559f69739,1
116794438948339266061,Dan Bruckner,1464983248983,3,"Good prices, good food, but nothing to make it stand out. I have always gone for the drive through option as well...",,,0x880e8ae7a917825d:0x5be6402f4b97dca6,22
102195793290767701730,Julie Freeman,1564544496549,5,Great Service,,,0x880e28d900d96531:0x191b93b282c344c2,2
104915723203206813305,T Garcia,1540328842882,5,Delicious seasonal shakes. Unique ice cream flavors. Friendly staff,,,0x880e39dc0ea16603:0xe4be4ac089200e8e,9
109018711528675532957,Mike Aye,1532377303527,4,"The selection is varied in every category. Lots of tools, GREAT snacks, outdoor/work clothing, etc. The staff is friendly, helping with returns for full price. There is a garage for car repair, but honestly the better service for that is at Bartel's Auto right across the street (better for both customer service and prices). Other than that, this place is great for one stop shopping.",,,0x880ef025215f6fc1:0x61d9fe79b7881193,65
116061984987117982913,Sunny Road Trucker,1600646970355,5,"Very good grocery store, its way better than Walmart!","[{'url': ['https://lh5.googleusercontent.com/p/AF1QipOMpQ0Fnn8b-fuDU7u1Qes8rrzNxJNVUKrmiAtF=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipO1RuPZC78YPK5hzI_1xoHkeZrdX_BF0IcLUXkx=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipO-HaU242-pKvymOM0uJGXDEzgk5QdJk-Z8qBiv=w150-h150-k-no-p']}]",,0x880fced15568a5db:0x557d24f60d97da5,9
102233819894529865047,Donna Montagna,1492224299377,3,A very nice Zoo to spend a day at and have a picnic. Everything was great expect I felt sad seeing the monkeys. They are living in pretty small cages and they are intelligent animals that should be free.,,,0x880fd36b093a9a07:0x940cc06f90294db,39
116748948419649748478,Fatima Delacruz,1596582329793,4,Always kind in the AM,,,0x880ff49d3611cfb9:0x63b947022c24d7d6,5
103656137120062478820,Wayside Wade,1583532479758,3,I wish the value was as high as the service.,,,0x88773a3cfff02263:0x473b67c50fde89d5,10
113826336920949114646,Ruth Siburt,1596926654796,5,Excellent park with plenty if space and well kept play equipment,,,0x8874a42de0267a07:0x4e1420ec6a9cf202,11
107050916886812390209,Tameka Wright,1553471931964,2,They were mopping the whole floor while customer were shopping,,,0x880e180313d9cf83:0x491540a8513d1332,10
116197795952085984144,L Williams,1503081281985,4,"Helpful employee came to my aid.
Unfortunately, no longer a 24/7 store.",,,0x880e3a9462c01b91:0x452a270eb72cdf6b,12
115265759221490315252,Jonathan Glass,1515392651303,5,Gem of the south burbs.,,,0x880e18664026a2db:0x4cb762314032f351,5
118257861245899384449,Kelly Conkle,1518912807055,3,"Large selection. Some pieces seemed very lightweight, seemed cheaply made but not cheaply priced. I will do a lot of comparison shopping.",,,0x880fcbce13e3cdc5:0xafdbc0828488aee5,22
104561203609412349733,Landy Lin,1514756113353,5,Came here for NYE brunch and it was amazing. I guess I didn't expect it to be amazing but Stephanie Izard nailed it again. My favorite was beef slap noodles. The price tag is a little high as compared to an authentic Chinese restaurant. Overall experience I would definitely come back again!,"[{'url': ['https://lh5.googleusercontent.com/p/AF1QipO64coBTTm3FcAPVz75UcJpd9hw8MFSsBhx9_Zp=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipNpeCl7FYpkwYdjrlcULDzORjRXIV3ijzJtodaS=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipPgxfRp8wVRuKpnu7txx_UITiJhvA-6IVxyMWKc=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipOutLzvXAJcSqFat9IRSFWkqBd9NLL8iE0mhly_=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipMgFpG7Tpp5noroxoFqk2K1tFKhoPzY5078WqQK=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipMJ17JbwJC1822BTup301JuZRBKTTPzQ8WHWrdl=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipPDe97a1fl70anM0CHF6imNdIyOSL-EIWfkI_FY=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipOS1d8sa_tWgr2QCG8hWkBdh2OjVaHBz2EBXWGp=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipOAoXQs-MkiVzyyZnyLUC9rzoUVHRgx4F7gG522=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipOGxKYZpxxGtiBytWEMestuAOrcvDGtl0q1R5Td=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipMt-X6HHbyghMGEPznH96KzHysdylMBe0oQrAIm=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipPTMF5BKL-JUtVojePCwNIfAMYFietLyE7IHT1F=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipM3e-ou8ra7WHbF-DOE7i47y7uOrC7satEvTT-j=w150-h150-k-no-p']}]",,0x880e2cd014c01f05:0x4c1c864b39bb9639,52
115698068308997355920,Ann Rainey,1524163436176,2,"Yet again the bathrooms we're out of order,  water on the floor, slippery",,,0x880e2faf3f33e67d:0x35f70941e7e14aae,13
117898124465430364593,Marie Johnson,1513980246225,4,Good quality..... very fresh,,,0x880e2c2bfa2524d9:0x862a75b5d2b2bbe0,4
106482395801183078858,coupons sales,1574304433202,5,This location in Homewood knows how to prepare Frappes.,[{'url': ['https://lh5.googleusercontent.com/p/AF1QipNcj0MUn1Gw9QTALduorbvXNxyjHkkmZIdPvJw8=w150-h150-k-no-p']}],,0x880ee2df86404e47:0xce8393a2c512d666,9
108539248432816383105,Pamela Marichal,1565970017796,5,"Clean,happpy going. Food the is the best. People are great.",,"{'time': 1566272766947, 'text': ""We always want our service to match the quality of our food, Pamela, so we're pumped to get this feedback. Don't forget to order a fresh-squeezed orange juice next time! -Team Golden Bear""}",0x880e3b9e7afee773:0x89381fb693f92383,10
101834726865045680471,Jatt Mordan,1533354165552,1,Not good.,,,0x880f2a3258bbd73b:0x9dadaa72574fd8a6,2
112893496441391659113,beverly romeo,1566354754247,5,Always friendly help and they do such a great job on my son's hair and his beard and they're so patient with him he has autism and they're just so good with him the only thing is they used to give you coupons to get your hair done for 5.99 and 6.99 and you don't get them anymore,,"{'time': 1546546262708, 'text': 'Thank you, Beverly!'}",0x8808960aeead5a0b:0xabfb9493a0baa7a1,58
111310663698705689634,Franky 32,1595633541118,5,Not just for emission testing you can buy the lic plate sticker too. Going on weekdays is better than weekends.,,,0x880fbdcebb4d8c65:0xd6a13f92563900a1,20
100288466593353003550,Brandon M,1615493201717,5,"Convenient hours, friendly and helpful staff.",,"{'time': 1615565642303, 'text': ""Thanks for the great feedback, Brandon! We love hearing about our great team. Customer service is a priority for us and we appreciate you taking the time to let us know how we're doing. Thanks for trusting AutoZone!""}",0x880fd1d44957c329:0x5a486a3f9709adec,6
101136858230506229527,Robert Gore,1557536317764,5,Great environment.,,,0x87e2334171194149:0xdc1de415bb7f4d2e,2
103859593619598220018,DD Harrell,1546050006528,5,I bought the 3 egg rolls for $4.50 & they were so delicious!,,"{'time': 1558662459727, 'text': 'Thank you for your positive Google review. Glad we were able to exceeded your expectations.'}",0x880e20180202804b:0xd015a52a0572b8ee,13
101628724414316957695,Kimberly Smith,1485565189677,4,"Friendly waitresses, reasonable prices and good food that's nicely portioned. Only issue is they could be open later",,,0x8808bf192b7638c3:0x12f8a8eff2f24d8c,18
102145050576871624726,Lisa Reichert,1618106215460,5,Vet explained why some shots could cause more problems then it's worth. Very friendly staff.,,"{'time': 1620049100933, 'text': 'Thank you so much!'}",0x8808bde02d219a97:0xcbf8aee07984f45f,15
102452915829262811537,Stacy Tate,1471921503419,4,"My daughter and her friends LOVE this place.  We went and I had the Apple, Turkey and Gouda with Cranberry Chutney.  It was a very good sandwich but I think she and her friends are more about the ""aesthetic"" part of the experience than I am.  It was busy for Sunday brunch and we ate on the patio in back.  It's a good place to eat just don't expect a hardy meal.",,,0x880e53120ff84309:0x8c1fdb8c0340506b,72
116679295103896279801,Chris Pease,1527595542134,5,"Always glad to stop by 2-fers. 2 for 1 pizzas and daily specials.  My favorite, $2 fish tacos on Monday's & $1.50 domestics. Great friendly staff make you feel right at home.",,,0x880e8f10d727c26b:0xe03c87970228f418,32
110184308520302930026,Matt Bechtol,1551751126518,5,Good pizza and the waitress we had was friendly.,,,0x880f0d51017380ef:0x4ba164cce691f2a2,9
112377664198549720180,Marcia Nickels,1565470126397,4,Beautifully laid out mall.,,,0x880fc58927e2029f:0x30158fc072b3c9b6,4
101530729979598298448,C. Sexton,1599571334806,5,Great customer service!,,,0x880e220f827410af:0x1624be834b6dddd3,3
